dataset_order,dataset_key,dataset_family,dataset_condition,expected_matched_frames,label,candidate_key,role,enc_level,channels,channel_count,source_fr1_lightswitch_ate_mean_cm,status,reason,dataset_rank,coverage_ratio,trajectory_poses,associated_poses,elapsed_seconds,historical_evo_ape_mean_cm,historical_evo_ape_rmse_cm,historical_evo_rpe_rmse_cm,se3_ate_rmse_cm,se3_ate_mean_cm,se3_ate_max_cm,translation_rpe_rmse_cm,translation_rpe_max_cm,rotation_rpe_rmse_deg,rotation_rpe_max_deg,rotation_ape_rmse_deg,photo_mse_median,photo_mse_p95,photo_mse_nonfinite_count,valid_ratio_min,h_cond_max,crazy_affine_count
5,fr2_desk_lightswitch,fr2_desk,lightswitch,2893,enc0_k01_single_d03,enc0:3,Enc0 best/only viable singleton control,0,[3],1,24.5318,FAIL_TRACKING_NAN,Tracking emitted non-finite affine/pose diagnostics,,,,,159.2164509090071,,,,,,,,,,,,1.0577130000000001,4.850670699999989,1,0.0,1159000.0,202
5,fr2_desk_lightswitch,fr2_desk,lightswitch,2893,enc0_k02_d02_d14,"enc0:2,14",Enc0 best two-channel configuration,0,"[2,14]",2,10.3332,FAIL_TRACKING_NAN,Tracking emitted non-finite affine/pose diagnostics,,,,,94.11273878402426,,,,,,,,,,,,2.439825,17.939147949999995,1,0.0,154000.0,63
5,fr2_desk_lightswitch,fr2_desk,lightswitch,2893,enc0_global_rank02_k03_d03_d07_d12,"enc0:3,7,12",Enc0 global rank 2; best three-channel configuration,0,"[3,7,12]",3,6.0004,PASS,Completed the full matched RGB-D sequence,8,0.9993086761147598,2891,2221,160.51270134898368,6.8461,9.2539,3.9771,37.16763057086268,30.301790061603572,82.53830465068359,0.8669315615181673,23.192579743953964,0.35248988334728165,8.234451550339314,15.648389556771438,3.558849,13.590747499999999,0,0.876,56950.0,109
5,fr2_desk_lightswitch,fr2_desk,lightswitch,2893,enc0_global_rank03_k04_d02_d03_d12_d14,"enc0:2,3,12,14",Enc0 global rank 3; best fixed four-channel configuration,0,"[2,3,12,14]",4,6.3905,PASS,Completed the full matched RGB-D sequence,1,0.9993086761147598,2891,2221,158.35661747597624,5.1419,8.1516,4.5638,38.140664708320635,30.951139214205785,80.3495563064356,0.6162542581319332,13.315011077146005,0.3359429875165804,8.244808550326875,14.855373428824826,4.985716,22.360705,0,0.902,31120.0,97
5,fr2_desk_lightswitch,fr2_desk,lightswitch,2893,enc0_global_rank01_k06_d02_d03_d07_d12_d13_d14,"enc0:2,3,7,12,13,14",Enc0 global rank 1 / accuracy-first configuration,0,"[2,3,7,12,13,14]",6,5.9208,PASS,Completed the full matched RGB-D sequence,9,0.9993086761147598,2891,2221,158.57367417099886,7.0608,9.8019,4.909800000000001,42.11541511598729,34.04303246103122,88.06282167625152,0.9368483718917214,22.298027691478538,0.4081945477695929,10.235225967391742,16.857749474387774,7.354557,32.527328499999996,0,0.789,274400.0,131
5,fr2_desk_lightswitch,fr2_desk,lightswitch,2893,enc0_all16,enc0:all,Enc0 all-channel control,0,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",16,12.9502,PASS,Completed the full matched RGB-D sequence,7,0.9993086761147598,2891,2221,159.66528049198678,6.6972000000000005,9.1967,5.1305000000000005,37.08935452929494,29.518724963938492,80.23808774918118,0.8518979841600041,27.392966540858993,0.35897753140549116,9.635470749325144,16.95480853565049,28.865534,203.292801,0,0.894,47460.0,92
5,fr2_desk_lightswitch,fr2_desk,lightswitch,2893,enc0_bqs_top5_d00_d03_d10_d14_d15,"enc0:0,3,10,14,15","Enc0 historical BQS-selected top-5 control, re-evaluated by direct full sequence",0,"[0,3,10,14,15]",5,13.7216,PASS,Completed the full matched RGB-D sequence,10,0.9993086761147598,2891,2221,158.04494594901917,7.1524,12.3967,8.7285,60.43870377542522,50.35435781004897,126.5880413812652,2.082008681429314,74.94352088160522,0.8330637477231324,34.02887143850218,29.30694308593883,7.599992,68.1613045,0,0.681,25740.0,78
5,fr2_desk_lightswitch,fr2_desk,lightswitch,2893,enc1_k02_d00_d05,"enc1:0,5",Enc1 minimum viable two-channel configuration,1,"[0,5]",2,8.0837,PASS,Completed the full matched RGB-D sequence,5,0.9993086761147598,2891,2221,174.91570656199474,6.082400000000001,10.5016,6.960800000000001,48.61050162668059,40.0748352343653,103.78898071441589,0.8643862386712301,19.471821955982314,0.3202986139067571,2.6926954247020785,18.01646587081777,2.810854,6.7129075,0,0.902,24030.0,148
5,fr2_desk_lightswitch,fr2_desk,lightswitch,2893,enc1_global_rank03_k04_d00_d05_d18_d30,"enc1:0,5,18,30",Enc1 global rank 3; best fixed four-channel configuration,1,"[0,5,18,30]",4,7.1673,PASS,Completed the full matched RGB-D sequence,6,0.9993086761147598,2891,2221,180.53542315997765,6.3292,10.9603,7.4508,50.879717045609105,41.969023915082566,112.47383074694868,0.8041016263574532,20.90636307510845,0.30117597511095945,3.8333115619764446,19.401011067123346,6.724336,23.7090205,0,0.9,32290.0,187
5,fr2_desk_lightswitch,fr2_desk,lightswitch,2893,enc1_global_rank01_k06_d05_d06_d17_d18_d28_d30,"enc1:5,6,17,18,28,30",Enc1 global rank 1 / accuracy-first configuration,1,"[5,6,17,18,28,30]",6,6.7335,PASS,Completed the full matched RGB-D sequence,4,0.9993086761147598,2891,2221,191.24061863400857,6.0189,10.8812,8.0549,55.25219584984331,46.484275132817466,116.27281336313418,0.8717144910649174,26.131258881713542,0.2947761959972926,3.4224479924669917,21.055404617914057,18.824013,69.284565,0,0.894,30400.0,172
5,fr2_desk_lightswitch,fr2_desk,lightswitch,2893,enc1_global_rank02_k06_d00_d05_d06_d17_d18_d30,"enc1:0,5,6,17,18,30",Enc1 global rank 2; direct greedy six-channel endpoint,1,"[0,5,6,17,18,30]",6,6.9553,PASS,Completed the full matched RGB-D sequence,3,0.9993086761147598,2891,2221,185.5687253480137,5.3374,9.9465,7.4948,54.43086528857408,48.053635621650045,112.99538526775319,0.9612854775886734,29.26348704254149,0.29416793245058204,2.5109481582837856,21.80573359842538,12.798225,41.719184999999996,0,0.9,60930.0,195
5,fr2_desk_lightswitch,fr2_desk,lightswitch,2893,enc1_all32,enc1:all,Enc1 all-channel control,1,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31]",32,18.9322,PASS,Completed the full matched RGB-D sequence,2,0.9993086761147598,2891,2221,202.74669846700272,5.2438,8.7472,5.6323,41.67129868541029,34.16888332545033,90.76175061426395,0.6270194463604885,15.424479734339352,0.285015882908204,2.988546020998148,16.20051986297346,91.048737,259.738541,0,0.901,43130.0,174
5,fr2_desk_lightswitch,fr2_desk,lightswitch,2893,enc1_bqs_top5_d04_d09_d10_d15_d30,"enc1:4,9,10,15,30","Enc1 historical BQS-selected top-5 control, re-evaluated by direct full sequence",1,"[4,9,10,15,30]",5,18.494,PASS,Completed the full matched RGB-D sequence,11,0.9993086761147598,2891,2221,192.57834425600595,10.051599999999999,14.960999999999999,8.7688,61.614414084940236,53.42341350613111,133.1799049431562,1.1056669830872574,26.4868311290209,0.3971639416419941,10.170549123705003,29.692800446896463,17.793653,117.652748,0,0.861,57050.0,148
6,fr2_desk_flashlight,fr2_desk,flashlight,2893,enc0_k01_single_d03,enc0:3,Enc0 best/only viable singleton control,0,[3],1,24.5318,PASS,Completed the full matched RGB-D sequence,4,0.9993086761147598,2891,2221,168.74835831299424,3.7944,7.3751,4.9604,39.03871910416496,31.816061098808945,80.68971936752217,0.5923630120850628,14.706773257320965,0.2951010559865131,3.7280188666307796,14.443032425191872,1.062198,1.244264,0,0.902,19630.0,42
6,fr2_desk_flashlight,fr2_desk,flashlight,2893,enc0_k02_d02_d14,"enc0:2,14",Enc0 best two-channel configuration,0,"[2,14]",2,10.3332,PASS,Completed the full matched RGB-D sequence,5,0.9993086761147598,2891,2221,161.05467340597534,3.9813,7.1491,4.9549,36.432339163255875,29.662528624533298,74.92119085357814,0.5692709258592777,13.194333296668779,0.2928994295849451,3.542751172775103,13.881359101111109,2.435826,2.795877,0,0.9,11010.0,5
6,fr2_desk_flashlight,fr2_desk,flashlight,2893,enc0_global_rank02_k03_d03_d07_d12,"enc0:3,7,12",Enc0 global rank 2; best three-channel configuration,0,"[3,7,12]",3,6.0004,PASS,Completed the full matched RGB-D sequence,1,0.9993086761147598,2891,2221,156.3260599479836,3.0736,5.1974,2.9188,26.683809911169774,20.93409672949654,55.697771048360735,0.40821366653503965,6.818745917833155,0.27528429140855887,2.076352396271558,10.070089740993106,3.550662,4.1780185,0,0.902,15200.0,0
6,fr2_desk_flashlight,fr2_desk,flashlight,2893,enc0_global_rank03_k04_d02_d03_d12_d14,"enc0:2,3,12,14",Enc0 global rank 3; best fixed four-channel configuration,0,"[2,3,12,14]",4,6.3905,PASS,Completed the full matched RGB-D sequence,2,0.9993086761147598,2891,2221,156.50796650198754,3.5523,6.187,3.8491,31.48935408962069,25.202899123743844,65.41155450377114,0.4802608076982861,9.977525909094705,0.2808057021478525,2.6571995936207977,12.090159336088297,4.989978,5.760358,0,0.902,12060.0,0
6,fr2_desk_flashlight,fr2_desk,flashlight,2893,enc0_global_rank01_k06_d02_d03_d07_d12_d13_d14,"enc0:2,3,7,12,13,14",Enc0 global rank 1 / accuracy-first configuration,0,"[2,3,7,12,13,14]",6,5.9208,PASS,Completed the full matched RGB-D sequence,3,0.9993086761147598,2891,2221,156.0229486679891,3.5597999999999996,5.7524,3.3295,28.521376517564423,22.66654482462613,59.167280794099455,0.4376575992053982,8.349010753655259,0.27805447883932466,2.2892196579370006,10.728797347981029,7.349396,8.4904935,0,0.901,15500.0,0
6,fr2_desk_flashlight,fr2_desk,flashlight,2893,enc0_all16,enc0:all,Enc0 all-channel control,0,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",16,12.9502,PASS,Completed the full matched RGB-D sequence,6,0.9993086761147598,2891,2221,158.06228678798652,4.1993,6.2886999999999995,3.5711,29.002889409667226,23.101341186545298,58.73266748372002,0.4326118626501128,8.75970860115903,0.27703180046776293,2.223074377167342,10.571088170242994,29.27981,35.269082999999995,0,0.901,6785.0,0
6,fr2_desk_flashlight,fr2_desk,flashlight,2893,enc0_bqs_top5_d00_d03_d10_d14_d15,"enc0:0,3,10,14,15","Enc0 historical BQS-selected top-5 control, re-evaluated by direct full sequence",0,"[0,3,10,14,15]",5,13.7216,PASS,Completed the full matched RGB-D sequence,7,0.9993086761147598,2891,2221,155.11493904000963,4.3304,7.1494,4.412599999999999,34.67513896292543,27.79733046457689,71.6427897234555,0.5131805757930539,11.473766489453785,0.2826941261138683,2.9243687138579286,12.739925120871067,7.859206,9.98816,0,0.902,5098.0,0
6,fr2_desk_flashlight,fr2_desk,flashlight,2893,enc1_k02_d00_d05,"enc1:0,5",Enc1 minimum viable two-channel configuration,1,"[0,5]",2,8.0837,PASS,Completed the full matched RGB-D sequence,12,0.9993086761147598,2891,2221,170.87817762698978,6.0668,10.242700000000001,6.562900000000001,46.54221373499219,37.42833589149643,102.86858968843104,0.6771061908544939,14.173401043600839,0.29246534864783996,2.8042182941860494,17.858888898340894,2.777206,3.1591354999999997,0,0.901,9045.0,43
6,fr2_desk_flashlight,fr2_desk,flashlight,2893,enc1_global_rank03_k04_d00_d05_d18_d30,"enc1:0,5,18,30",Enc1 global rank 3; best fixed four-channel configuration,1,"[0,5,18,30]",4,7.1673,PASS,Completed the full matched RGB-D sequence,13,0.9993086761147598,2891,2221,174.33710044200416,6.4378,10.6104,6.8991,48.726836901631245,39.456539649247006,107.04763444522416,0.7068163724426797,18.550070513281952,0.2913503372950582,3.2876827280474235,18.38541366293735,6.470245,7.660905,0,0.901,10150.0,77
6,fr2_desk_flashlight,fr2_desk,flashlight,2893,enc1_global_rank01_k06_d05_d06_d17_d18_d28_d30,"enc1:5,6,17,18,28,30",Enc1 global rank 1 / accuracy-first configuration,1,"[5,6,17,18,28,30]",6,6.7335,PASS,Completed the full matched RGB-D sequence,10,0.9993086761147598,2891,2221,185.65309890999924,4.9727,8.9982,6.5413,46.638926669230905,38.6055283567546,98.32919883878293,0.7013723166884619,20.13526091564038,0.2857194472294545,2.595943085818656,17.200791205557458,16.755083,22.890265,0,0.894,6986.0,56
6,fr2_desk_flashlight,fr2_desk,flashlight,2893,enc1_global_rank02_k06_d00_d05_d06_d17_d18_d30,"enc1:0,5,6,17,18,30",Enc1 global rank 2; direct greedy six-channel endpoint,1,"[0,5,6,17,18,30]",6,6.9553,PASS,Completed the full matched RGB-D sequence,9,0.9993086761147598,2891,2221,178.67392409199965,4.9033,8.2622,5.6281,40.86420320855386,33.291622129097256,89.07217058361975,0.6092867192138813,15.73251329871996,0.28186301121341756,2.3071255289433434,14.975363117605895,12.030071,14.709763500000001,0,0.9,10380.0,82
6,fr2_desk_flashlight,fr2_desk,flashlight,2893,enc1_all32,enc1:all,Enc1 all-channel control,1,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31]",32,18.9322,PASS,Completed the full matched RGB-D sequence,8,0.9993086761147598,2891,2221,199.02108267199947,4.5766,7.7665,5.0907,37.29327642674771,30.049674399301573,81.01236830735779,0.5514724125599519,12.81775190031382,0.28119653702688063,2.5043223858373747,14.179526694322934,88.414162,103.146023,0,0.9,11520.0,103
6,fr2_desk_flashlight,fr2_desk,flashlight,2893,enc1_bqs_top5_d04_d09_d10_d15_d30,"enc1:4,9,10,15,30","Enc1 historical BQS-selected top-5 control, re-evaluated by direct full sequence",1,"[4,9,10,15,30]",5,18.494,PASS,Completed the full matched RGB-D sequence,11,0.9993086761147598,2891,2221,185.49391692699282,5.8323,10.2934,6.9006,50.20818132477135,41.314790752207905,106.86095662608265,0.7357385304764149,19.31681666207537,0.2948492024730522,3.72990089383292,19.81657739377596,18.301458,41.6180785,0,0.904,6579.0,41
7,fr3_long_office_household_clean,fr3_long_office_household,clean,2488,enc0_k01_single_d03,enc0:3,Enc0 best/only viable singleton control,0,[3],1,24.5318,PASS,Completed the full matched RGB-D sequence,9,0.9991961414790996,2486,2486,132.38048158600577,14.234,16.680600000000002,0.7976000000000001,19.102034842648603,15.892860526237065,37.67364212842164,0.466252453909172,2.732084777412076,0.24553993769328444,1.0455576260821153,5.831161122014248,1.128958,1.47780875,0,0.844,12120.0,11
7,fr3_long_office_household_clean,fr3_long_office_household,clean,2488,enc0_k02_d02_d14,"enc0:2,14",Enc0 best two-channel configuration,0,"[2,14]",2,10.3332,PASS,Completed the full matched RGB-D sequence,5,0.9991961414790996,2486,2486,126.77857490399037,11.4093,13.3055,0.7195,15.469109400034132,12.915109988138237,34.1194192765327,0.4529942087670143,2.5364278209907556,0.23690124747317678,0.9542278430355843,4.217170454009046,2.5450375000000003,3.0164355,0,0.844,17970.0,0
7,fr3_long_office_household_clean,fr3_long_office_household,clean,2488,enc0_global_rank02_k03_d03_d07_d12,"enc0:3,7,12",Enc0 global rank 2; best three-channel configuration,0,"[3,7,12]",3,6.0004,PASS,Completed the full matched RGB-D sequence,2,0.9991961414790996,2486,2486,124.66264396498445,10.4039,12.2536,0.6998,14.173954472371364,11.757177782166858,28.7405329817425,0.461744744650974,2.5794738992994746,0.2314684186671877,0.9778699848045489,3.8162907001217974,4.1374495,5.10656,0,0.855,21240.0,0
7,fr3_long_office_household_clean,fr3_long_office_household,clean,2488,enc0_global_rank03_k04_d02_d03_d12_d14,"enc0:2,3,12,14",Enc0 global rank 3; best fixed four-channel configuration,0,"[2,3,12,14]",4,6.3905,PASS,Completed the full matched RGB-D sequence,3,0.9991961414790996,2486,2486,124.54351070499979,10.781,12.7243,0.7081,14.737860595368591,12.195326348124212,30.732941802256995,0.4604931265477184,2.629480436753042,0.23317595917115455,0.9439063802449518,4.102809429913195,5.4766105,6.586736500000001,0,0.855,18270.0,0
7,fr3_long_office_household_clean,fr3_long_office_household,clean,2488,enc0_global_rank01_k06_d02_d03_d07_d12_d13_d14,"enc0:2,3,7,12,13,14",Enc0 global rank 1 / accuracy-first configuration,0,"[2,3,7,12,13,14]",6,5.9208,PASS,Completed the full matched RGB-D sequence,1,0.9991961414790996,2486,2486,123.3113696849905,10.2805,11.9713,0.6966,13.79788678927813,11.535951820980081,29.007723446336282,0.46003302245723865,2.5599668378557308,0.23218227922073945,0.9487893598700915,3.69688031785652,8.389045,10.11512625,0,0.845,21010.0,0
7,fr3_long_office_household_clean,fr3_long_office_household,clean,2488,enc0_all16,enc0:all,Enc0 all-channel control,0,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",16,12.9502,PASS,Completed the full matched RGB-D sequence,4,0.9991961414790996,2486,2486,125.97118682699511,10.809199999999999,12.616,0.6641,14.55120493214252,12.160941116191584,30.457033769110165,0.44493679866302466,2.296628123545486,0.23110304454046815,0.9668891975114329,3.9077778173252185,33.154337,40.629312750000004,0,0.855,9971.0,0
7,fr3_long_office_household_clean,fr3_long_office_household,clean,2488,enc0_bqs_top5_d00_d03_d10_d14_d15,"enc0:0,3,10,14,15","Enc0 historical BQS-selected top-5 control, re-evaluated by direct full sequence",0,"[0,3,10,14,15]",5,13.7216,PASS,Completed the full matched RGB-D sequence,6,0.9991961414790996,2486,2486,123.3363271629787,12.6889,14.9673,0.7152000000000001,17.471011767465708,14.364107099768642,37.31170336734187,0.45693763173123025,2.6272021113000594,0.23138995360657055,0.9660325555048065,4.745030813110187,8.263293,10.240809250000002,0,0.855,5727.0,0
7,fr3_long_office_household_clean,fr3_long_office_household,clean,2488,enc1_k02_d00_d05,"enc1:0,5",Enc1 minimum viable two-channel configuration,1,"[0,5]",2,8.0837,PASS,Completed the full matched RGB-D sequence,8,0.9991961414790996,2486,2486,132.9619687559898,13.874,16.7823,0.8833000000000001,19.86478299029463,15.767844850170281,42.989817550874605,0.5641724085131914,3.3031906218514364,0.22798625267231903,0.8906861144797801,5.32537761520527,3.1084345,3.5895954999999997,0,0.845,12580.0,26
7,fr3_long_office_household_clean,fr3_long_office_household,clean,2488,enc1_global_rank03_k04_d00_d05_d18_d30,"enc1:0,5,18,30",Enc1 global rank 3; best fixed four-channel configuration,1,"[0,5,18,30]",4,7.1673,PASS,Completed the full matched RGB-D sequence,11,0.9991961414790996,2486,2486,140.37128521499108,15.1333,18.2282,0.8304,21.474667992589552,17.150256143727386,46.42617193848548,0.5349178262786431,3.0557321745020674,0.23037669157990265,0.9184852885962782,5.950983635667077,9.042851,10.978475750000001,0,0.845,12650.0,0
7,fr3_long_office_household_clean,fr3_long_office_household,clean,2488,enc1_global_rank01_k06_d05_d06_d17_d18_d28_d30,"enc1:5,6,17,18,28,30",Enc1 global rank 1 / accuracy-first configuration,1,"[5,6,17,18,28,30]",6,6.7335,PASS,Completed the full matched RGB-D sequence,12,0.9991961414790996,2486,2486,150.3463776499848,15.148700000000002,17.732999999999997,0.7468,20.407808930382252,16.95043921761928,42.65232777481936,0.46625999991805583,2.8769680713680836,0.2348349009352419,1.089319862689808,6.0944054625905135,32.743812500000004,54.1176965,0,0.853,8524.0,0
7,fr3_long_office_household_clean,fr3_long_office_household,clean,2488,enc1_global_rank02_k06_d00_d05_d06_d17_d18_d30,"enc1:0,5,6,17,18,30",Enc1 global rank 2; direct greedy six-channel endpoint,1,"[0,5,6,17,18,30]",6,6.9553,PASS,Completed the full matched RGB-D sequence,7,0.9991961414790996,2486,2486,145.1832467270142,12.7167,14.8343,0.7279,17.174611412327312,14.27412785446204,37.07075412004074,0.4863658725085593,2.7795297391336162,0.23006745857990452,1.0254006927405068,4.97887760988131,17.7409805,25.01037175,0,0.844,12420.0,3
7,fr3_long_office_household_clean,fr3_long_office_household,clean,2488,enc1_all32,enc1:all,Enc1 all-channel control,1,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31]",32,18.9322,PASS,Completed the full matched RGB-D sequence,10,0.9991961414790996,2486,2486,160.40792358701583,14.428199999999999,17.1223,0.7461,20.12747410360791,16.370941356350357,44.170433660653146,0.4612449793244467,2.3983720547634713,0.22949535354405973,0.8950468259495993,5.5830658696287365,130.2451095,175.10692575000002,0,0.844,13380.0,13
7,fr3_long_office_household_clean,fr3_long_office_household,clean,2488,enc1_bqs_top5_d04_d09_d10_d15_d30,"enc1:4,9,10,15,30","Enc1 historical BQS-selected top-5 control, re-evaluated by direct full sequence",1,"[4,9,10,15,30]",5,18.494,PASS,Completed the full matched RGB-D sequence,13,0.9991961414790996,2486,2486,154.10023685000488,17.445,21.0308,0.8541,24.85986040622187,19.91814994594446,55.157681401772216,0.48712953942102577,3.065671490117579,0.23376059921543044,1.1599189129205387,7.078485082212409,40.121574499999994,76.60652125,0,0.855,7252.0,14
8,fr3_long_office_household_lightswitch,fr3_long_office_household,lightswitch,2488,enc0_k01_single_d03,enc0:3,Enc0 best/only viable singleton control,0,[3],1,24.5318,FAIL_TRACKING_NAN,Tracking emitted non-finite affine/pose diagnostics,,,,,55.65522929999861,,,,,,,,,,,,1.165035,1.905406,1,0.0,622400000.0,39
8,fr3_long_office_household_lightswitch,fr3_long_office_household,lightswitch,2488,enc0_k02_d02_d14,"enc0:2,14",Enc0 best two-channel configuration,0,"[2,14]",2,10.3332,PASS,Completed the full matched RGB-D sequence,10,0.9991961414790996,2486,2486,130.36742800299544,35.1009,41.9751,4.029400000000001,52.32944757509338,40.80571129375057,128.06210447662215,1.1139364645913201,26.938182358988737,0.3892169517965305,8.20286997951391,15.938517689872503,2.491081,3.2680205,0,0.766,839500.0,89
8,fr3_long_office_household_lightswitch,fr3_long_office_household,lightswitch,2488,enc0_global_rank02_k03_d03_d07_d12,"enc0:3,7,12",Enc0 global rank 2; best three-channel configuration,0,"[3,7,12]",3,6.0004,PASS,Completed the full matched RGB-D sequence,3,0.9991961414790996,2486,2486,124.38292925801943,13.842699999999999,18.3401,1.8067,23.34983006304161,17.414526539274302,76.81112443804633,0.629939939970071,13.91881407518808,0.2526411173891475,2.2105522621213862,7.236466749821043,4.07184,14.846134,0,0.854,44480.0,57
8,fr3_long_office_household_lightswitch,fr3_long_office_household,lightswitch,2488,enc0_global_rank03_k04_d02_d03_d12_d14,"enc0:2,3,12,14",Enc0 global rank 3; best fixed four-channel configuration,0,"[2,3,12,14]",4,6.3905,PASS,Completed the full matched RGB-D sequence,7,0.9991961414790996,2486,2486,126.1503139490087,24.151500000000002,28.7902,2.2643,34.034644766534896,27.563360963855537,74.18621581819768,0.5904001990373356,9.757846255445234,0.2551673302014556,2.6753551054654015,9.365838603241498,5.3623665,7.40036475,0,0.824,39120.0,70
8,fr3_long_office_household_lightswitch,fr3_long_office_household,lightswitch,2488,enc0_global_rank01_k06_d02_d03_d07_d12_d13_d14,"enc0:2,3,7,12,13,14",Enc0 global rank 1 / accuracy-first configuration,0,"[2,3,7,12,13,14]",6,5.9208,PASS,Completed the full matched RGB-D sequence,2,0.9991961414790996,2486,2486,126.10964505502488,12.951699999999999,15.9921,2.7359999999999998,20.201755127692884,16.1795410389576,60.03818264878241,0.7528542817853819,15.315121256743314,0.28318446899858046,3.956878295453309,6.972446739169941,8.2540175,11.617861999999999,0,0.828,139600.0,93
8,fr3_long_office_household_lightswitch,fr3_long_office_household,lightswitch,2488,enc0_all16,enc0:all,Enc0 all-channel control,0,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",16,12.9502,SKIPPED_BY_SAFETY,Safety exclusion: both all-channel controls are omitted only for this sequence after the Enc0-all16 run coincided with NVIDIA Xid 79 / PCIe receiver error.,,,,,,,,,,,,,,,,,,,,,,
8,fr3_long_office_household_lightswitch,fr3_long_office_household,lightswitch,2488,enc0_bqs_top5_d00_d03_d10_d14_d15,"enc0:0,3,10,14,15","Enc0 historical BQS-selected top-5 control, re-evaluated by direct full sequence",0,"[0,3,10,14,15]",5,13.7216,PASS,Completed the full matched RGB-D sequence,6,0.9991961414790996,2486,2486,127.00039082700005,17.924300000000002,21.7898,3.1679,26.258424655068925,20.94740266572785,65.00057760462832,0.824225409565764,19.235618946837448,0.312839669524125,5.140497684986457,8.692406411551083,7.926793,28.14239275,0,0.833,7121.0,37
8,fr3_long_office_household_lightswitch,fr3_long_office_household,lightswitch,2488,enc1_k02_d00_d05,"enc1:0,5",Enc1 minimum viable two-channel configuration,1,"[0,5]",2,8.0837,PASS,Completed the full matched RGB-D sequence,9,0.9991961414790996,2486,2486,136.11305912700004,29.533900000000003,34.0458,2.3287,38.50485814629884,31.805296594474473,72.63823143915124,0.7460911755987615,13.281486396081558,0.27258672716290505,3.559191783951381,10.089390945887873,3.0907165,4.34012025,0,0.84,37240.0,86
8,fr3_long_office_household_lightswitch,fr3_long_office_household,lightswitch,2488,enc1_global_rank03_k04_d00_d05_d18_d30,"enc1:0,5,18,30",Enc1 global rank 3; best fixed four-channel configuration,1,"[0,5,18,30]",4,7.1673,PASS,Completed the full matched RGB-D sequence,5,0.9991961414790996,2486,2486,143.60321707700018,17.1518,20.2987,2.4846,24.28523751271362,19.47234675063882,67.58278480231526,0.8011430730548065,26.979781881936226,0.30670791629394734,9.276725174705755,10.378609410000907,8.99715,15.11982025,0,0.849,38750.0,83
8,fr3_long_office_household_lightswitch,fr3_long_office_household,lightswitch,2488,enc1_global_rank01_k06_d05_d06_d17_d18_d28_d30,"enc1:5,6,17,18,28,30",Enc1 global rank 1 / accuracy-first configuration,1,"[5,6,17,18,28,30]",6,6.7335,PASS,Completed the full matched RGB-D sequence,4,0.9991961414790996,2486,2486,154.06527122700004,15.4466,18.9094,3.0876,21.956729460570465,17.989974884919768,70.3169907873612,0.925909608182264,38.71402926721255,0.3575715481749498,13.084401381874121,11.218469854555634,32.915417000000005,64.8357755,0,0.853,103100.0,83
8,fr3_long_office_household_lightswitch,fr3_long_office_household,lightswitch,2488,enc1_global_rank02_k06_d00_d05_d06_d17_d18_d30,"enc1:0,5,6,17,18,30",Enc1 global rank 2; direct greedy six-channel endpoint,1,"[0,5,6,17,18,30]",6,6.9553,PASS,Completed the full matched RGB-D sequence,1,0.9991961414790996,2486,2486,149.12938030600003,11.3039,13.632900000000001,2.2291,16.040849449122398,13.121438655008625,52.34594535369285,0.5915393917422727,11.45572165776391,0.24552939559141107,2.942001160076193,7.897884167350052,17.799457500000003,35.216149,0,0.855,167700.0,88
8,fr3_long_office_household_lightswitch,fr3_long_office_household,lightswitch,2488,enc1_all32,enc1:all,Enc1 all-channel control,1,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31]",32,18.9322,SKIPPED_BY_SAFETY,Safety exclusion: both all-channel controls are omitted only for this sequence after the Enc0-all16 run coincided with NVIDIA Xid 79 / PCIe receiver error.,,,,,,,,,,,,,,,,,,,,,,
8,fr3_long_office_household_lightswitch,fr3_long_office_household,lightswitch,2488,enc1_bqs_top5_d04_d09_d10_d15_d30,"enc1:4,9,10,15,30","Enc1 historical BQS-selected top-5 control, re-evaluated by direct full sequence",1,"[4,9,10,15,30]",5,18.494,PASS,Completed the full matched RGB-D sequence,8,0.9991961414790996,2486,2486,155.0648176080001,26.6312,30.423000000000002,1.625,35.73126681463323,29.70145608890484,92.23134275867014,0.5629709270053815,5.214501126723205,0.25230820453163055,2.210410248318976,11.35782140552335,37.6397575,98.6742495,0,0.849,31270.0,111
