dataset_order,dataset_key,dataset_family,dataset_condition,expected_matched_frames,label,candidate_key,mode,variant,configuration,role,parent_labels,source_fr1_lightswitch_ate_mean_cm,status,reason,dataset_rank,coverage_ratio,trajectory_poses,associated_poses,elapsed_seconds,historical_evo_ape_mean_cm,historical_evo_ape_rmse_cm,historical_evo_rpe_rmse_cm,se3_ate_rmse_cm,se3_ate_mean_cm,translation_rpe_max_cm,rotation_rpe_max_deg,photo_mse_nonfinite_count,crazy_affine_count
6,fr2_desk_flashlight,fr2_desk,flashlight,2893,gray_baseline,gray,gray,,gray,Photometric grayscale baseline; no learned tracking features.,,,PASS,Completed the full matched RGB-D sequence,8,0.9993086761147598,2891,2221,162.20295750399237,4.6496,7.1207,4.1326,32.609861135125264,25.73494714033454,9.294145745069478,2.7524635114547538,0,0
6,fr2_desk_flashlight,fr2_desk,flashlight,2893,unet_enc1_direct_c4_d00_d05_d06_d18_d30,"unet:direct:enc1:0,5,6,18,30",direct,,"direct enc1[d0,d5,d6,d18,d30]","Direct coarse parent C4, selected because it participates in the strongest U-Net C2F results.",,7.6408,PASS,Completed the full matched RGB-D sequence,10,0.9993086761147598,2891,2221,178.23123438301263,5.0815,8.6153,5.9793,42.19309470208764,34.56119729583787,17.55292822371126,2.6216987807335865,0,77
6,fr2_desk_flashlight,fr2_desk,flashlight,2893,unet_enc1_direct_c2_d00_d05_d06_d17_d18_d30,"unet:direct:enc1:0,5,6,17,18,30",direct,,"direct enc1[d0,d5,d6,d17,d18,d30]","Direct coarse parent C2, needed to interpret the C2F-B schedule contrast.",,6.9553,PASS,Completed the full matched RGB-D sequence,9,0.9993086761147598,2891,2221,178.89953476801747,4.9033,8.2622,5.6281,40.86420320855386,33.291622129097256,15.73251329871996,2.3071255289433434,0,82
6,fr2_desk_flashlight,fr2_desk,flashlight,2893,unet_enc0_direct_f1_d02_d03_d07_d12_d13_d14,"unet:direct:enc0:2,3,7,12,13,14",direct,,"direct enc0[d2,d3,d7,d12,d13,d14]",Direct fine parent F1: global direct U-Net optimum on fr1/desk_lightswitch.,,5.9208,PASS,Completed the full matched RGB-D sequence,7,0.9993086761147598,2891,2221,156.5539657100162,3.5597999999999996,5.7524,3.3295,28.521376517564423,22.66654482462613,8.349010753655259,2.2892196579370006,0,0
6,fr2_desk_flashlight,fr2_desk,flashlight,2893,unet_enc0_direct_f2_d03_d07_d12,"unet:direct:enc0:3,7,12",direct,,"direct enc0[d3,d7,d12]",Direct fine parent F2: the three-channel near-optimum.,,6.0004,PASS,Completed the full matched RGB-D sequence,1,0.9993086761147598,2891,2221,156.73240176800755,3.0736,5.1974,2.9188,26.683809911169774,20.93409672949654,6.818745917833155,2.076352396271558,0,0
6,fr2_desk_flashlight,fr2_desk,flashlight,2893,unet_enc0_direct_f5_d02_d03_d07_d12_d13,"unet:direct:enc0:2,3,7,12,13",direct,,"direct enc0[d2,d3,d7,d12,d13]","Direct fine parent F5, included because it has the clearest positive C2F synergy.",,7.0959,PASS,Completed the full matched RGB-D sequence,6,0.9993086761147598,2891,2221,158.06917434200295,3.4693,5.4757,3.052,26.824157729083204,21.159799788354476,7.413063979859129,2.206455465257286,0,0
6,fr2_desk_flashlight,fr2_desk,flashlight,2893,unet_c2f_a_f1_c4_negative_high_parent,"unet:c2f:A:fine2,3,7,12,13,14:coarse0,5,6,18,30",c2f,A,"C2F-A; fine enc0[d2,d3,d7,d12,d13,d14]; coarse enc1[d0,d5,d6,d18,d30]",C2F-A negative control: on fr1 lightswitch it is worse than the globally best direct fine parent F1.,unet_enc0_direct_f1_d02_d03_d07_d12_d13_d14|unet_enc1_direct_c4_d00_d05_d06_d18_d30,6.5324,PASS,Completed the full matched RGB-D sequence,5,0.9993086761147598,2891,2221,172.91792477900162,3.4537,5.8378,3.6199000000000003,30.350214980594565,24.46831755870704,9.706689776052752,2.303069954344124,0,0
6,fr2_desk_flashlight,fr2_desk,flashlight,2893,unet_c2f_a_f2_c4_global_best,"unet:c2f:A:fine3,7,12:coarse0,5,6,18,30",c2f,A,"C2F-A; fine enc0[d3,d7,d12]; coarse enc1[d0,d5,d6,d18,d30]",C2F-A global U-Net C2F optimum on fr1 lightswitch; compare against both direct parents.,unet_enc0_direct_f2_d03_d07_d12|unet_enc1_direct_c4_d00_d05_d06_d18_d30,5.8765,PASS,Completed the full matched RGB-D sequence,3,0.9993086761147598,2891,2221,172.85621231497498,3.0919,5.4901,3.3792999999999997,28.886828873434396,23.0139728858286,8.951780312021388,2.115082374486102,0,0
6,fr2_desk_flashlight,fr2_desk,flashlight,2893,unet_c2f_a_f5_c4_positive_synergy,"unet:c2f:A:fine2,3,7,12,13:coarse0,5,6,18,30",c2f,A,"C2F-A; fine enc0[d2,d3,d7,d12,d13]; coarse enc1[d0,d5,d6,d18,d30]",C2F-A positive synergy case: 12.8% lower fr1-lightswitch ATE than direct F5.,unet_enc0_direct_f5_d02_d03_d07_d12_d13|unet_enc1_direct_c4_d00_d05_d06_d18_d30,6.1874,PASS,Completed the full matched RGB-D sequence,4,0.9993086761147598,2891,2221,174.74913795801695,3.3230000000000004,5.5733999999999995,3.4112999999999998,29.043833349081805,23.36087921911946,9.878653475034959,2.0919892958958166,0,0
6,fr2_desk_flashlight,fr2_desk,flashlight,2893,unet_c2f_b_f2_c2_variant_contrast,"unet:c2f:B:fine3,7,12:coarse0,5,6,17,18,30",c2f,B,"C2F-B; fine enc0[d3,d7,d12]; coarse enc1[d0,d5,d6,d17,d18,d30]","C2F-B schedule contrast: on fr1 lightswitch it is worse than direct F2, despite the same fine scale family.",unet_enc0_direct_f2_d03_d07_d12|unet_enc1_direct_c2_d00_d05_d06_d17_d18_d30,6.3454,PASS,Completed the full matched RGB-D sequence,2,0.9993086761147598,2891,2221,164.894901718013,3.0738000000000003,5.2113,2.9524000000000004,26.550406339589166,20.849640184078645,6.889742441258679,2.047176631409965,0,0
7,fr3_long_office_household_clean,fr3_long_office_household,clean,2488,gray_baseline,gray,gray,,gray,Photometric grayscale baseline; no learned tracking features.,,,PASS,Completed the full matched RGB-D sequence,8,0.9991961414790996,2486,2486,125.57955904101254,11.2618,12.9084,0.7064,14.88101535953744,12.65469768586033,2.500894570356463,0.9953779989675656,0,0
7,fr3_long_office_household_clean,fr3_long_office_household,clean,2488,unet_enc1_direct_c4_d00_d05_d06_d18_d30,"unet:direct:enc1:0,5,6,18,30",direct,,"direct enc1[d0,d5,d6,d18,d30]","Direct coarse parent C4, selected because it participates in the strongest U-Net C2F results.",,7.6408,PASS,Completed the full matched RGB-D sequence,10,0.9991961414790996,2486,2486,144.76292316100444,13.2091,15.663499999999999,0.7428,18.30507939648068,14.916215226242835,2.8091685573288947,1.0348203439088783,0,0
7,fr3_long_office_household_clean,fr3_long_office_household,clean,2488,unet_enc1_direct_c2_d00_d05_d06_d17_d18_d30,"unet:direct:enc1:0,5,6,17,18,30",direct,,"direct enc1[d0,d5,d6,d17,d18,d30]","Direct coarse parent C2, needed to interpret the C2F-B schedule contrast.",,6.9553,PASS,Completed the full matched RGB-D sequence,9,0.9991961414790996,2486,2486,146.50413119400037,12.7167,14.8343,0.7279,17.174611412327312,14.27412785446204,2.7795297391336162,1.0254006927405068,0,3
7,fr3_long_office_household_clean,fr3_long_office_household,clean,2488,unet_enc0_direct_f1_d02_d03_d07_d12_d13_d14,"unet:direct:enc0:2,3,7,12,13,14",direct,,"direct enc0[d2,d3,d7,d12,d13,d14]",Direct fine parent F1: global direct U-Net optimum on fr1/desk_lightswitch.,,5.9208,PASS,Completed the full matched RGB-D sequence,6,0.9991961414790996,2486,2486,125.18665717201657,10.2805,11.9713,0.6966,13.79788678927813,11.535951820980081,2.5599668378557308,0.9487893598700915,0,0
7,fr3_long_office_household_clean,fr3_long_office_household,clean,2488,unet_enc0_direct_f2_d03_d07_d12,"unet:direct:enc0:3,7,12",direct,,"direct enc0[d3,d7,d12]",Direct fine parent F2: the three-channel near-optimum.,,6.0004,PASS,Completed the full matched RGB-D sequence,7,0.9991961414790996,2486,2486,125.71198871801607,10.4039,12.2536,0.6998,14.173954472371364,11.757177782166858,2.5794738992994746,0.9778699848045489,0,0
7,fr3_long_office_household_clean,fr3_long_office_household,clean,2488,unet_enc0_direct_f5_d02_d03_d07_d12_d13,"unet:direct:enc0:2,3,7,12,13",direct,,"direct enc0[d2,d3,d7,d12,d13]","Direct fine parent F5, included because it has the clearest positive C2F synergy.",,7.0959,PASS,Completed the full matched RGB-D sequence,2,0.9991961414790996,2486,2486,126.05480019698734,10.0238,11.625399999999999,0.6895,13.361778388587142,11.21992964708226,2.555230311538191,0.925965468932496,0,0
7,fr3_long_office_household_clean,fr3_long_office_household,clean,2488,unet_c2f_a_f1_c4_negative_high_parent,"unet:c2f:A:fine2,3,7,12,13,14:coarse0,5,6,18,30",c2f,A,"C2F-A; fine enc0[d2,d3,d7,d12,d13,d14]; coarse enc1[d0,d5,d6,d18,d30]",C2F-A negative control: on fr1 lightswitch it is worse than the globally best direct fine parent F1.,unet_enc0_direct_f1_d02_d03_d07_d12_d13_d14|unet_enc1_direct_c4_d00_d05_d06_d18_d30,6.5324,PASS,Completed the full matched RGB-D sequence,3,0.9991961414790996,2486,2486,139.41411796800094,10.0249,11.7303,0.676,13.551649438956018,11.247444094625173,2.504259436858275,0.9430550940712603,0,0
7,fr3_long_office_household_clean,fr3_long_office_household,clean,2488,unet_c2f_a_f2_c4_global_best,"unet:c2f:A:fine3,7,12:coarse0,5,6,18,30",c2f,A,"C2F-A; fine enc0[d3,d7,d12]; coarse enc1[d0,d5,d6,d18,d30]",C2F-A global U-Net C2F optimum on fr1 lightswitch; compare against both direct parents.,unet_enc0_direct_f2_d03_d07_d12|unet_enc1_direct_c4_d00_d05_d06_d18_d30,5.8765,PASS,Completed the full matched RGB-D sequence,5,0.9991961414790996,2486,2486,138.57504140300443,10.1614,11.935,0.7041000000000001,13.769793610236198,11.417975491491568,2.5579532500498567,0.9416311266608469,0,0
7,fr3_long_office_household_clean,fr3_long_office_household,clean,2488,unet_c2f_a_f5_c4_positive_synergy,"unet:c2f:A:fine2,3,7,12,13:coarse0,5,6,18,30",c2f,A,"C2F-A; fine enc0[d2,d3,d7,d12,d13]; coarse enc1[d0,d5,d6,d18,d30]",C2F-A positive synergy case: 12.8% lower fr1-lightswitch ATE than direct F5.,unet_enc0_direct_f5_d02_d03_d07_d12_d13|unet_enc1_direct_c4_d00_d05_d06_d18_d30,6.1874,PASS,Completed the full matched RGB-D sequence,1,0.9991961414790996,2486,2486,140.51502103800885,9.6901,11.299199999999999,0.695,13.033520050664585,10.847526074746481,2.5004503276427803,0.8988463799453001,0,0
7,fr3_long_office_household_clean,fr3_long_office_household,clean,2488,unet_c2f_b_f2_c2_variant_contrast,"unet:c2f:B:fine3,7,12:coarse0,5,6,17,18,30",c2f,B,"C2F-B; fine enc0[d3,d7,d12]; coarse enc1[d0,d5,d6,d17,d18,d30]","C2F-B schedule contrast: on fr1 lightswitch it is worse than direct F2, despite the same fine scale family.",unet_enc0_direct_f2_d03_d07_d12|unet_enc1_direct_c2_d00_d05_d06_d17_d18_d30,6.3454,PASS,Completed the full matched RGB-D sequence,4,0.9991961414790996,2486,2486,133.38382009699126,10.1477,11.955,0.6908,13.868080236271151,11.521926452174638,2.546597290815799,0.9680843523250959,0,0
8,fr3_long_office_household_lightswitch,fr3_long_office_household,lightswitch,2488,gray_baseline,gray,gray,,gray,Photometric grayscale baseline; no learned tracking features.,,,FAIL_TRACKING_NAN,Tracking emitted non-finite affine/pose diagnostics,,,,,89.78687936899951,,,,,,,,1,69
8,fr3_long_office_household_lightswitch,fr3_long_office_household,lightswitch,2488,unet_enc1_direct_c4_d00_d05_d06_d18_d30,"unet:direct:enc1:0,5,6,18,30",direct,,"direct enc1[d0,d5,d6,d18,d30]","Direct coarse parent C4, selected because it participates in the strongest U-Net C2F results.",,7.6408,PASS,Completed the full matched RGB-D sequence,4,0.9991961414790996,2486,2486,148.4957541260228,11.2919,13.819300000000002,1.9167,16.710041936388894,13.539468219973049,7.879143411147527,1.7935472497044886,0,85
8,fr3_long_office_household_lightswitch,fr3_long_office_household,lightswitch,2488,unet_enc1_direct_c2_d00_d05_d06_d17_d18_d30,"unet:direct:enc1:0,5,6,17,18,30",direct,,"direct enc1[d0,d5,d6,d17,d18,d30]","Direct coarse parent C2, needed to interpret the C2F-B schedule contrast.",,6.9553,PASS,Completed the full matched RGB-D sequence,5,0.9991961414790996,2486,2486,149.83105201102444,11.3039,13.632900000000001,2.2291,16.040849449122398,13.121438655008625,11.45572165776391,2.942001160076193,0,88
8,fr3_long_office_household_lightswitch,fr3_long_office_household,lightswitch,2488,unet_enc0_direct_f1_d02_d03_d07_d12_d13_d14,"unet:direct:enc0:2,3,7,12,13,14",direct,,"direct enc0[d2,d3,d7,d12,d13,d14]",Direct fine parent F1: global direct U-Net optimum on fr1/desk_lightswitch.,,5.9208,PASS,Completed the full matched RGB-D sequence,8,0.9991961414790996,2486,2486,128.68019201300922,12.951699999999999,15.9921,2.7359999999999998,20.201755127692884,16.1795410389576,15.315121256743314,3.956878295453309,0,93
8,fr3_long_office_household_lightswitch,fr3_long_office_household,lightswitch,2488,unet_enc0_direct_f2_d03_d07_d12,"unet:direct:enc0:3,7,12",direct,,"direct enc0[d3,d7,d12]",Direct fine parent F2: the three-channel near-optimum.,,6.0004,PASS,Completed the full matched RGB-D sequence,9,0.9991961414790996,2486,2486,128.2910884549783,13.842699999999999,18.3401,1.8067,23.34983006304161,17.414526539274302,13.91881407518808,2.2105522621213862,0,57
8,fr3_long_office_household_lightswitch,fr3_long_office_household,lightswitch,2488,unet_enc0_direct_f5_d02_d03_d07_d12_d13,"unet:direct:enc0:2,3,7,12,13",direct,,"direct enc0[d2,d3,d7,d12,d13]","Direct fine parent F5, included because it has the clearest positive C2F synergy.",,7.0959,PASS,Completed the full matched RGB-D sequence,7,0.9991961414790996,2486,2486,128.31027068698313,12.651000000000002,16.3837,1.9615,20.88050064549428,15.76838909230896,14.329801025872744,2.1972971290465853,0,82
8,fr3_long_office_household_lightswitch,fr3_long_office_household,lightswitch,2488,unet_c2f_a_f1_c4_negative_high_parent,"unet:c2f:A:fine2,3,7,12,13,14:coarse0,5,6,18,30",c2f,A,"C2F-A; fine enc0[d2,d3,d7,d12,d13,d14]; coarse enc1[d0,d5,d6,d18,d30]",C2F-A negative control: on fr1 lightswitch it is worse than the globally best direct fine parent F1.,unet_enc0_direct_f1_d02_d03_d07_d12_d13_d14|unet_enc1_direct_c4_d00_d05_d06_d18_d30,6.5324,PASS,Completed the full matched RGB-D sequence,1,0.9991961414790996,2486,2486,145.85484406800242,9.1046,11.5997,1.809,14.27960750183537,11.41690662032004,11.397953468714531,3.163789355026435,0,91
8,fr3_long_office_household_lightswitch,fr3_long_office_household,lightswitch,2488,unet_c2f_a_f2_c4_global_best,"unet:c2f:A:fine3,7,12:coarse0,5,6,18,30",c2f,A,"C2F-A; fine enc0[d3,d7,d12]; coarse enc1[d0,d5,d6,d18,d30]",C2F-A global U-Net C2F optimum on fr1 lightswitch; compare against both direct parents.,unet_enc0_direct_f2_d03_d07_d12|unet_enc1_direct_c4_d00_d05_d06_d18_d30,5.8765,PASS,Completed the full matched RGB-D sequence,2,0.9991961414790996,2486,2486,144.28386533999583,9.6332,12.045300000000001,1.9071,14.690069990743476,11.814425266095176,15.853121049928426,4.443579559778975,0,54
8,fr3_long_office_household_lightswitch,fr3_long_office_household,lightswitch,2488,unet_c2f_a_f5_c4_positive_synergy,"unet:c2f:A:fine2,3,7,12,13:coarse0,5,6,18,30",c2f,A,"C2F-A; fine enc0[d2,d3,d7,d12,d13]; coarse enc1[d0,d5,d6,d18,d30]",C2F-A positive synergy case: 12.8% lower fr1-lightswitch ATE than direct F5.,unet_enc0_direct_f5_d02_d03_d07_d12_d13|unet_enc1_direct_c4_d00_d05_d06_d18_d30,6.1874,PASS,Completed the full matched RGB-D sequence,3,0.9991961414790996,2486,2486,145.5951045419788,10.2286,13.247800000000002,2.1116,16.222910645278983,12.846010041611859,11.427438802272807,3.258758342876984,0,80
8,fr3_long_office_household_lightswitch,fr3_long_office_household,lightswitch,2488,unet_c2f_b_f2_c2_variant_contrast,"unet:c2f:B:fine3,7,12:coarse0,5,6,17,18,30",c2f,B,"C2F-B; fine enc0[d3,d7,d12]; coarse enc1[d0,d5,d6,d17,d18,d30]","C2F-B schedule contrast: on fr1 lightswitch it is worse than direct F2, despite the same fine scale family.",unet_enc0_direct_f2_d03_d07_d12|unet_enc1_direct_c2_d00_d05_d06_d17_d18_d30,6.3454,PASS,Completed the full matched RGB-D sequence,6,0.9991961414790996,2486,2486,138.4563172130147,11.9981,14.148900000000001,0.8409,16.738851180613583,13.687237346351356,2.441820129901498,1.1193180387539257,0,54
9,fr3_long_office_household_flashlight,fr3_long_office_household,flashlight,2488,gray_baseline,gray,gray,,gray,Photometric grayscale baseline; no learned tracking features.,,,PASS,Completed the full matched RGB-D sequence,8,0.9991961414790996,2486,2486,127.74692752200644,10.594199999999999,12.183399999999999,0.7648,13.934537085279866,11.795247565800494,2.406250843479665,1.0373538357875811,0,8
9,fr3_long_office_household_flashlight,fr3_long_office_household,flashlight,2488,unet_enc1_direct_c4_d00_d05_d06_d18_d30,"unet:direct:enc1:0,5,6,18,30",direct,,"direct enc1[d0,d5,d6,d18,d30]","Direct coarse parent C4, selected because it participates in the strongest U-Net C2F results.",,7.6408,PASS,Completed the full matched RGB-D sequence,10,0.9991961414790996,2486,2486,145.35990294700605,13.594899999999999,16.0447,0.7623,18.73133229163883,15.388644760115627,2.7378866060170317,1.0067142341978874,0,8
9,fr3_long_office_household_flashlight,fr3_long_office_household,flashlight,2488,unet_enc1_direct_c2_d00_d05_d06_d17_d18_d30,"unet:direct:enc1:0,5,6,17,18,30",direct,,"direct enc1[d0,d5,d6,d17,d18,d30]","Direct coarse parent C2, needed to interpret the C2F-B schedule contrast.",,6.9553,PASS,Completed the full matched RGB-D sequence,9,0.9991961414790996,2486,2486,147.41512350999983,12.976299999999998,15.051800000000002,0.7571,17.294937085347012,14.452175511436744,2.4900665816580023,0.9310515014087353,0,8
9,fr3_long_office_household_flashlight,fr3_long_office_household,flashlight,2488,unet_enc0_direct_f1_d02_d03_d07_d12_d13_d14,"unet:direct:enc0:2,3,7,12,13,14",direct,,"direct enc0[d2,d3,d7,d12,d13,d14]",Direct fine parent F1: global direct U-Net optimum on fr1/desk_lightswitch.,,5.9208,PASS,Completed the full matched RGB-D sequence,3,0.9991961414790996,2486,2486,126.55036914200173,10.0373,11.6031,0.6844,13.30894082013256,11.202607737010805,2.47623356188573,0.933994549425096,0,0
9,fr3_long_office_household_flashlight,fr3_long_office_household,flashlight,2488,unet_enc0_direct_f2_d03_d07_d12,"unet:direct:enc0:3,7,12",direct,,"direct enc0[d3,d7,d12]",Direct fine parent F2: the three-channel near-optimum.,,6.0004,PASS,Completed the full matched RGB-D sequence,7,0.9991961414790996,2486,2486,126.05691938198288,10.469299999999999,12.2971,0.7187,14.226296702889416,11.831846175978342,2.4902199259703437,0.947849270437334,0,0
9,fr3_long_office_household_flashlight,fr3_long_office_household,flashlight,2488,unet_enc0_direct_f5_d02_d03_d07_d12_d13,"unet:direct:enc0:2,3,7,12,13",direct,,"direct enc0[d2,d3,d7,d12,d13]","Direct fine parent F5, included because it has the clearest positive C2F synergy.",,7.0959,PASS,Completed the full matched RGB-D sequence,1,0.9991961414790996,2486,2486,127.06502621702384,9.7461,11.196299999999999,0.698,12.814396369843154,10.8315990016131,2.4603198402725077,0.9505041998386818,0,0
9,fr3_long_office_household_flashlight,fr3_long_office_household,flashlight,2488,unet_c2f_a_f1_c4_negative_high_parent,"unet:c2f:A:fine2,3,7,12,13,14:coarse0,5,6,18,30",c2f,A,"C2F-A; fine enc0[d2,d3,d7,d12,d13,d14]; coarse enc1[d0,d5,d6,d18,d30]",C2F-A negative control: on fr1 lightswitch it is worse than the globally best direct fine parent F1.,unet_enc0_direct_f1_d02_d03_d07_d12_d13_d14|unet_enc1_direct_c4_d00_d05_d06_d18_d30,6.5324,PASS,Completed the full matched RGB-D sequence,4,0.9991961414790996,2486,2486,140.58174701299868,10.0469,11.7462,0.6751,13.56637524539186,11.27580343915945,2.351425968579403,0.9276419504549429,0,0
9,fr3_long_office_household_flashlight,fr3_long_office_household,flashlight,2488,unet_c2f_a_f2_c4_global_best,"unet:c2f:A:fine3,7,12:coarse0,5,6,18,30",c2f,A,"C2F-A; fine enc0[d3,d7,d12]; coarse enc1[d0,d5,d6,d18,d30]",C2F-A global U-Net C2F optimum on fr1 lightswitch; compare against both direct parents.,unet_enc0_direct_f2_d03_d07_d12|unet_enc1_direct_c4_d00_d05_d06_d18_d30,5.8765,PASS,Completed the full matched RGB-D sequence,6,0.9991961414790996,2486,2486,139.8260094540019,10.337,12.1821,0.7144,14.109234538912165,11.652132566172689,2.395059335497154,0.9340013758988254,0,0
9,fr3_long_office_household_flashlight,fr3_long_office_household,flashlight,2488,unet_c2f_a_f5_c4_positive_synergy,"unet:c2f:A:fine2,3,7,12,13:coarse0,5,6,18,30",c2f,A,"C2F-A; fine enc0[d2,d3,d7,d12,d13]; coarse enc1[d0,d5,d6,d18,d30]",C2F-A positive synergy case: 12.8% lower fr1-lightswitch ATE than direct F5.,unet_enc0_direct_f5_d02_d03_d07_d12_d13|unet_enc1_direct_c4_d00_d05_d06_d18_d30,6.1874,PASS,Completed the full matched RGB-D sequence,2,0.9991961414790996,2486,2486,141.71079907100648,10.0308,11.6347,0.707,13.382714439746218,11.207150199730862,2.3321018108743043,0.9189497456147211,0,0
9,fr3_long_office_household_flashlight,fr3_long_office_household,flashlight,2488,unet_c2f_b_f2_c2_variant_contrast,"unet:c2f:B:fine3,7,12:coarse0,5,6,17,18,30",c2f,B,"C2F-B; fine enc0[d3,d7,d12]; coarse enc1[d0,d5,d6,d17,d18,d30]","C2F-B schedule contrast: on fr1 lightswitch it is worse than direct F2, despite the same fine scale family.",unet_enc0_direct_f2_d03_d07_d12|unet_enc1_direct_c2_d00_d05_d06_d17_d18_d30,6.3454,PASS,Completed the full matched RGB-D sequence,5,0.9991961414790996,2486,2486,135.0783447040012,10.078,11.8666,0.7021000000000001,13.772506038932548,11.431955397763272,2.4510402994098275,0.9394032097821564,0,0
